,main_style,beer_style,main_style_full_count,sub_style_full_count
2712,India Pale Ales,American Double / Imperial IPA,914,297
2713,Dark Ales,Dubbel,390,88
2714,Strong Ales,Tripel,947,123
2715,India Pale Ales,English India Pale Ale (IPA),914,81
2716,Dark Ales,Scottish Ale,390,62
2717,Brown Ales,American Brown Ale,416,158
2718,Pale Ales,English Pale Ale,2120,185
2719,Dark Ales,Winter Warmer,390,120
2720,India Pale Ales,American IPA,914,475
2721,Dark Lagers,American Amber / Red Lager,476,62
2722,Pale Ales,Kölsch,2120,89
2723,Brown Ales,English Brown Ale,416,146
2724,Dark Lagers,Märzen / Oktoberfest,476,149
2725,Dark Lagers,American Amber / Red Lager,476,62
2726,Pale Ales,American Pale Ale (APA),2120,543
2727,Bocks,Maibock / Helles Bock,339,62
2728,Pilseners and Pale Lagers,German Pilsener,1228,200
2729,Porters,American Porter,448,305
2730,Stouts,American Stout,786,120
2731,Wheat Beers,American Pale Wheat Ale,685,162
2732,Wheat Beers,American Pale Wheat Ale,685,162
2733,Specialty Beers,Fruit / Vegetable Beer,684,242
2734,Wheat Beers,Dunkelweizen,685,50
2735,Wheat Beers,Dunkelweizen,685,50
2736,Dark Lagers,Munich Dunkel Lager,476,81
2737,Wheat Beers,Dunkelweizen,685,50
2738,Wheat Beers,Dunkelweizen,685,50
2739,Wheat Beers,Dunkelweizen,685,50
2740,Bocks,Weizenbock,339,53
2741,Wheat Beers,Dunkelweizen,685,50
2742,Pilseners and Pale Lagers,American Pale Lager,1228,108
2743,Stouts,Milk / Sweet Stout,786,52
2744,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2745,Pale Ales,American Pale Ale (APA),2120,543
2746,Pale Ales,English Pale Ale,2120,185
2747,Brown Ales,Altbier,416,79
2748,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
2749,Strong Ales,Belgian Strong Pale Ale,947,147
2750,Strong Ales,Belgian Strong Pale Ale,947,147
2751,Pale Ales,Belgian Pale Ale,2120,167
2752,India Pale Ales,Belgian IPA,914,61
2753,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
2754,Dark Lagers,Vienna Lager,476,50
2755,India Pale Ales,American IPA,914,475
2756,Pale Ales,American Pale Ale (APA),2120,543
2757,Stouts,American Stout,786,120
2758,Wild/Sour Beers,American Wild Ale,202,104
2759,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
2760,Pale Ales,Saison / Farmhouse Ale,2120,249
2761,Pale Ales,Saison / Farmhouse Ale,2120,249
2762,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2763,Bocks,Doppelbock,339,126
2764,Pilseners and Pale Lagers,German Pilsener,1228,200
2765,Stouts,Milk / Sweet Stout,786,52
2766,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2767,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2768,Pale Ales,American Amber / Red Ale,2120,395
2769,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2770,Pale Ales,American Blonde Ale,2120,174
2771,Specialty Beers,Rye Beer,684,64
2772,Pale Ales,American Amber / Red Ale,2120,395
2773,Stouts,American Stout,786,120
2774,Pale Ales,English Pale Ale,2120,185
2775,Pilseners and Pale Lagers,American Malt Liquor,1228,44
2776,India Pale Ales,American IPA,914,475
2777,Pilseners and Pale Lagers,American Pale Lager,1228,108
2778,Wheat Beers,Witbier,685,207
2779,India Pale Ales,English India Pale Ale (IPA),914,81
2780,Dark Lagers,Munich Dunkel Lager,476,81
2781,Strong Ales,Tripel,947,123
2782,Wheat Beers,Hefeweizen,685,206
2783,Pale Ales,Belgian Pale Ale,2120,167
2784,Specialty Beers,Scottish Gruit / Ancient Herbed Ale,684,15
2785,Stouts,American Double / Imperial Stout,786,207
2786,Specialty Beers,Rye Beer,684,64
2787,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2788,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2789,Pilseners and Pale Lagers,German Pilsener,1228,200
2790,Wheat Beers,Dunkelweizen,685,50
2791,Wheat Beers,Hefeweizen,685,206
2792,Wheat Beers,Hefeweizen,685,206
2793,Specialty Beers,Herbed / Spiced Beer,684,95
2794,India Pale Ales,American IPA,914,475
2795,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
2796,Pale Ales,American Pale Ale (APA),2120,543
2797,Pale Ales,American Blonde Ale,2120,174
2798,Pale Ales,American Amber / Red Ale,2120,395
2799,Specialty Beers,Pumpkin Ale,684,78
2800,Brown Ales,English Brown Ale,416,146
2801,Stouts,American Double / Imperial Stout,786,207
2802,India Pale Ales,American IPA,914,475
2803,Dark Lagers,Vienna Lager,476,50
2804,India Pale Ales,American IPA,914,475
2805,Brown Ales,American Brown Ale,416,158
2806,Pilseners and Pale Lagers,Light Lager,1228,108
2807,Strong Ales,Belgian Strong Pale Ale,947,147
2808,Pale Ales,American Pale Ale (APA),2120,543
2809,Dark Lagers,Euro Dark Lager,476,50
2810,Pilseners and Pale Lagers,Euro Strong Lager,1228,46
2811,Pilseners and Pale Lagers,German Pilsener,1228,200
2812,Pilseners and Pale Lagers,Czech Pilsener,1228,114
2813,Pilseners and Pale Lagers,German Pilsener,1228,200
2814,Pilseners and Pale Lagers,German Pilsener,1228,200
2815,Bocks,Maibock / Helles Bock,339,62
2816,Dark Lagers,Schwarzbier,476,60
2817,Bocks,Bock,339,84
2818,Bocks,Maibock / Helles Bock,339,62
2819,Bocks,Doppelbock,339,126
2820,Bocks,Bock,339,84
2821,Porters,American Porter,448,305
2822,Bocks,Eisbock,339,14
2823,Bocks,Eisbock,339,14
2824,Bocks,Eisbock,339,14
2825,Pale Ales,Kölsch,2120,89
2826,Dark Lagers,Munich Dunkel Lager,476,81
2827,Hybrid Beers,Bière de Champagne / Bière Brut,133,8
2828,Pale Ales,Belgian Pale Ale,2120,167
2829,Dark Lagers,Rauchbier,476,24
2830,Pale Ales,Belgian Pale Ale,2120,167
2831,Bocks,Weizenbock,339,53
2832,Dark Ales,American Black Ale,390,70
2833,Pilseners and Pale Lagers,Czech Pilsener,1228,114
2834,Strong Ales,American Strong Ale,947,115
2835,Dark Ales,American Black Ale,390,70
2836,Strong Ales,Belgian Strong Pale Ale,947,147
2837,Wild/Sour Beers,American Wild Ale,202,104
2838,Bocks,Weizenbock,339,53
2839,Dark Ales,American Black Ale,390,70
2840,Wheat Beers,Hefeweizen,685,206
2841,Brown Ales,English Dark Mild Ale,416,33
2842,India Pale Ales,American IPA,914,475
2843,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
2844,Porters,American Porter,448,305
2845,India Pale Ales,American Double / Imperial IPA,914,297
2846,India Pale Ales,American IPA,914,475
2847,Stouts,Oatmeal Stout,786,98
2848,Pale Ales,English Pale Ale,2120,185
2849,Pale Ales,American Amber / Red Ale,2120,395
2850,Pale Ales,American Amber / Red Ale,2120,395
2851,Hybrid Beers,California Common / Steam Beer,133,15
2852,Pilseners and Pale Lagers,German Pilsener,1228,200
2853,Pilseners and Pale Lagers,Euro Strong Lager,1228,46
2854,India Pale Ales,American Double / Imperial IPA,914,297
2855,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2856,Dark Lagers,Euro Dark Lager,476,50
2857,India Pale Ales,American Double / Imperial IPA,914,297
2858,Pilseners and Pale Lagers,Czech Pilsener,1228,114
2859,Brown Ales,American Brown Ale,416,158
2860,Pilseners and Pale Lagers,German Pilsener,1228,200
2861,Pale Ales,English Bitter,2120,104
2862,Pilseners and Pale Lagers,American Pale Lager,1228,108
2863,Pale Ales,Irish Red Ale,2120,62
2864,Pale Ales,English Bitter,2120,104
2865,Pale Ales,American Pale Ale (APA),2120,543
2866,Strong Ales,Belgian Strong Dark Ale,947,144
2867,India Pale Ales,American Double / Imperial IPA,914,297
2868,Stouts,Foreign / Export Stout,786,41
2869,Stouts,Russian Imperial Stout,786,192
2870,Dark Lagers,Rauchbier,476,24
2871,Pilseners and Pale Lagers,German Pilsener,1228,200
2872,Stouts,Russian Imperial Stout,786,192
2873,Strong Ales,Tripel,947,123
2874,India Pale Ales,American IPA,914,475
2875,Pale Ales,Kölsch,2120,89
2876,Pale Ales,American Blonde Ale,2120,174
2877,Pale Ales,American Blonde Ale,2120,174
2878,Pale Ales,English Bitter,2120,104
2879,Pale Ales,Irish Red Ale,2120,62
2880,Pale Ales,American Pale Ale (APA),2120,543
2881,Brown Ales,English Brown Ale,416,146
2882,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2883,Pale Ales,English Pale Ale,2120,185
2884,Brown Ales,English Brown Ale,416,146
2885,Porters,English Porter,448,60
2886,Specialty Beers,Rye Beer,684,64
2887,India Pale Ales,American Double / Imperial IPA,914,297
2888,Porters,American Porter,448,305
2889,India Pale Ales,American IPA,914,475
2890,India Pale Ales,American IPA,914,475
2891,Pale Ales,American Pale Ale (APA),2120,543
2892,Pale Ales,American Amber / Red Ale,2120,395
2893,Pale Ales,American Amber / Red Ale,2120,395
2894,Wild/Sour Beers,American Wild Ale,202,104
2895,Pale Ales,American Pale Ale (APA),2120,543
2896,Wheat Beers,Hefeweizen,685,206
2897,Wheat Beers,Hefeweizen,685,206
2898,Wheat Beers,Hefeweizen,685,206
2899,Wheat Beers,Hefeweizen,685,206
2900,Specialty Beers,Low Alcohol Beer,684,20
2901,Wheat Beers,Dunkelweizen,685,50
2902,Wheat Beers,Kristalweizen,685,18
2903,Bocks,Weizenbock,339,53
2904,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
2905,Pale Ales,American Pale Ale (APA),2120,543
2906,Pale Ales,Saison / Farmhouse Ale,2120,249
2907,Brown Ales,Altbier,416,79
2908,Stouts,American Double / Imperial Stout,786,207
2909,Stouts,American Stout,786,120
2910,Pale Ales,American Pale Ale (APA),2120,543
2911,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
2912,Pilseners and Pale Lagers,German Pilsener,1228,200
2913,India Pale Ales,American IPA,914,475
2914,Porters,American Porter,448,305
2915,India Pale Ales,American IPA,914,475
2916,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2917,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2918,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
2919,Wheat Beers,Witbier,685,207
2920,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2921,Bocks,Doppelbock,339,126
2922,Bocks,Doppelbock,339,126
2923,Dark Lagers,Munich Dunkel Lager,476,81
2924,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
2925,India Pale Ales,American Double / Imperial IPA,914,297
2926,Pale Ales,American Pale Ale (APA),2120,543
2927,Pilseners and Pale Lagers,Czech Pilsener,1228,114
2928,Pale Ales,American Pale Ale (APA),2120,543
2929,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2930,Dark Ales,American Black Ale,390,70
2931,Porters,American Porter,448,305
2932,Porters,American Porter,448,305
2933,Dark Ales,Dubbel,390,88
2934,Pilseners and Pale Lagers,American Malt Liquor,1228,44
2935,Pilseners and Pale Lagers,American Double / Imperial Pilsner,1228,41
2936,India Pale Ales,American Double / Imperial IPA,914,297
2937,Pale Ales,Saison / Farmhouse Ale,2120,249
2938,Stouts,American Double / Imperial Stout,786,207
2939,India Pale Ales,American Double / Imperial IPA,914,297
2940,Stouts,American Double / Imperial Stout,786,207
2941,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2942,Pale Ales,Saison / Farmhouse Ale,2120,249
2943,Stouts,Foreign / Export Stout,786,41
2944,Wheat Beers,American Pale Wheat Ale,685,162
2945,Stouts,Foreign / Export Stout,786,41
2946,India Pale Ales,American Double / Imperial IPA,914,297
2947,Strong Ales,Tripel,947,123
2948,Pale Ales,Belgian Pale Ale,2120,167
2949,Pale Ales,American Amber / Red Ale,2120,395
2950,Pale Ales,American Amber / Red Ale,2120,395
2951,India Pale Ales,American Double / Imperial IPA,914,297
2952,Pale Ales,American Blonde Ale,2120,174
2953,Strong Ales,Belgian Strong Dark Ale,947,144
2954,Pale Ales,American Pale Ale (APA),2120,543
2955,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2956,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2957,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
2958,Stouts,Foreign / Export Stout,786,41
2959,Brown Ales,American Brown Ale,416,158
2960,Porters,American Porter,448,305
2961,Strong Ales,American Strong Ale,947,115
2962,Brown Ales,English Brown Ale,416,146
2963,Stouts,Foreign / Export Stout,786,41
2964,Porters,Baltic Porter,448,70
2965,Porters,American Porter,448,305
2966,Pilseners and Pale Lagers,German Pilsener,1228,200
2967,Strong Ales,Belgian Strong Pale Ale,947,147
2968,Pale Ales,American Pale Ale (APA),2120,543
2969,India Pale Ales,American IPA,914,475
2970,Wheat Beers,Hefeweizen,685,206
2971,Dark Lagers,Märzen / Oktoberfest,476,149
2972,Pale Ales,American Amber / Red Ale,2120,395
2973,Pale Ales,American Amber / Red Ale,2120,395
2974,Strong Ales,Belgian Strong Pale Ale,947,147
2975,Hybrid Beers,Cream Ale,133,42
2976,Bocks,Doppelbock,339,126
2977,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2978,Pale Ales,American Pale Ale (APA),2120,543
2979,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
2980,Strong Ales,American Strong Ale,947,115
2981,India Pale Ales,American IPA,914,475
2982,Pale Ales,Saison / Farmhouse Ale,2120,249
2983,Pale Ales,Saison / Farmhouse Ale,2120,249
2984,Strong Ales,Belgian Strong Dark Ale,947,144
2985,Wheat Beers,Witbier,685,207
2986,Pale Ales,Saison / Farmhouse Ale,2120,249
2987,Pale Ales,Saison / Farmhouse Ale,2120,249
2988,Pale Ales,Saison / Farmhouse Ale,2120,249
2989,Pale Ales,Saison / Farmhouse Ale,2120,249
2990,Pale Ales,Saison / Farmhouse Ale,2120,249
2991,Pale Ales,Saison / Farmhouse Ale,2120,249
2992,Pale Ales,Saison / Farmhouse Ale,2120,249
2993,Pale Ales,Saison / Farmhouse Ale,2120,249
2994,Pale Ales,Saison / Farmhouse Ale,2120,249
2995,Pale Ales,Saison / Farmhouse Ale,2120,249
2996,Pale Ales,Saison / Farmhouse Ale,2120,249
2997,Pale Ales,Saison / Farmhouse Ale,2120,249
2998,Pale Ales,Saison / Farmhouse Ale,2120,249
2999,Pale Ales,Saison / Farmhouse Ale,2120,249
3000,Pale Ales,Saison / Farmhouse Ale,2120,249
3001,Pale Ales,Saison / Farmhouse Ale,2120,249
3002,Wheat Beers,Hefeweizen,685,206
3003,Pale Ales,Saison / Farmhouse Ale,2120,249
3004,Pale Ales,Saison / Farmhouse Ale,2120,249
3005,Brown Ales,English Brown Ale,416,146
3006,Pale Ales,Saison / Farmhouse Ale,2120,249
3007,Brown Ales,American Brown Ale,416,158
3008,Pilseners and Pale Lagers,American Double / Imperial Pilsner,1228,41
3009,Pale Ales,American Amber / Red Ale,2120,395
3010,Pale Ales,Saison / Farmhouse Ale,2120,249
3011,Pale Ales,Saison / Farmhouse Ale,2120,249
3012,Pale Ales,Saison / Farmhouse Ale,2120,249
3013,Pale Ales,Belgian Pale Ale,2120,167
3014,Pale Ales,American Blonde Ale,2120,174
3015,Pale Ales,American Blonde Ale,2120,174
3016,Brown Ales,American Brown Ale,416,158
3017,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
3018,Pale Ales,American Pale Ale (APA),2120,543
3019,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
3020,Dark Lagers,Vienna Lager,476,50
3021,Brown Ales,English Brown Ale,416,146
3022,India Pale Ales,American IPA,914,475
3023,Strong Ales,Scotch Ale / Wee Heavy,947,74
3024,Brown Ales,English Brown Ale,416,146
3025,Pale Ales,American Amber / Red Ale,2120,395
3026,India Pale Ales,American IPA,914,475
3027,Strong Ales,American Strong Ale,947,115
3028,Pale Ales,American Pale Ale (APA),2120,543
3029,Pale Ales,Saison / Farmhouse Ale,2120,249
3030,Dark Ales,Winter Warmer,390,120
3031,Pilseners and Pale Lagers,American Double / Imperial Pilsner,1228,41
3032,Pale Ales,Belgian Pale Ale,2120,167
3033,Wheat Beers,Hefeweizen,685,206
3034,Dark Lagers,Euro Dark Lager,476,50
3035,Pilseners and Pale Lagers,Euro Strong Lager,1228,46
3036,Bocks,Bock,339,84
3037,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
3038,Stouts,American Double / Imperial Stout,786,207
3039,Porters,Baltic Porter,448,70
3040,Porters,Baltic Porter,448,70
3041,Porters,Baltic Porter,448,70
3042,Specialty Beers,Fruit / Vegetable Beer,684,242
3043,Strong Ales,English Strong Ale,947,31
3044,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
3045,Stouts,American Double / Imperial Stout,786,207
3046,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
3047,Pale Ales,American Pale Ale (APA),2120,543
3048,Wheat Beers,Witbier,685,207
3049,Specialty Beers,Pumpkin Ale,684,78
3050,Dark Lagers,Märzen / Oktoberfest,476,149
3051,Dark Lagers,Märzen / Oktoberfest,476,149
3052,Dark Lagers,Märzen / Oktoberfest,476,149
3053,Dark Lagers,Märzen / Oktoberfest,476,149
3054,Dark Lagers,Märzen / Oktoberfest,476,149
3055,Specialty Beers,Lambic - Fruit,684,95
3056,Wheat Beers,Berliner Weissbier,685,19
3057,Brown Ales,Altbier,416,79
3058,Pale Ales,Saison / Farmhouse Ale,2120,249
3059,Dark Ales,Belgian Dark Ale,390,43
3060,Dark Lagers,Schwarzbier,476,60
3061,Pale Ales,English Pale Ale,2120,185
3062,Pale Ales,American Amber / Red Ale,2120,395
3063,India Pale Ales,English India Pale Ale (IPA),914,81
3064,Pale Ales,Saison / Farmhouse Ale,2120,249
3065,Stouts,American Double / Imperial Stout,786,207
3066,Bocks,Maibock / Helles Bock,339,62
3067,Pale Ales,American Amber / Red Ale,2120,395
3068,Pale Ales,American Amber / Red Ale,2120,395
3069,Pale Ales,American Amber / Red Ale,2120,395
3070,Pale Ales,American Amber / Red Ale,2120,395
3071,India Pale Ales,American IPA,914,475
3072,Pale Ales,American Pale Ale (APA),2120,543
3073,Dark Lagers,Vienna Lager,476,50
3074,Pale Ales,American Pale Ale (APA),2120,543
3075,Pale Ales,American Pale Ale (APA),2120,543
3076,Wheat Beers,American Pale Wheat Ale,685,162
3077,Pale Ales,American Blonde Ale,2120,174
3078,Pale Ales,American Pale Ale (APA),2120,543
3079,Specialty Beers,Smoked Beer,684,34
3080,Dark Ales,Winter Warmer,390,120
3081,Strong Ales,American Strong Ale,947,115
3082,Strong Ales,American Strong Ale,947,115
3083,Strong Ales,American Strong Ale,947,115
3084,Strong Ales,American Strong Ale,947,115
3085,Strong Ales,American Strong Ale,947,115
3086,Strong Ales,American Strong Ale,947,115
3087,Dark Lagers,Munich Dunkel Lager,476,81
3088,India Pale Ales,American IPA,914,475
3089,Pale Ales,English Bitter,2120,104
3090,Dark Ales,Winter Warmer,390,120
3091,Brown Ales,English Brown Ale,416,146
3092,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
3093,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
3094,Dark Lagers,Euro Dark Lager,476,50
3095,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
3096,Pale Ales,Belgian Pale Ale,2120,167
3097,Pale Ales,American Amber / Red Ale,2120,395
3098,Bocks,Doppelbock,339,126
3099,India Pale Ales,American IPA,914,475
3100,Strong Ales,American Barleywine,947,122
3101,Strong Ales,Tripel,947,123
3102,Pale Ales,American Blonde Ale,2120,174
3103,Stouts,Russian Imperial Stout,786,192
3104,Pale Ales,American Pale Ale (APA),2120,543
3105,Dark Ales,Winter Warmer,390,120
3106,Pale Ales,Kölsch,2120,89
3107,Wheat Beers,Hefeweizen,685,206
3108,Dark Lagers,American Amber / Red Lager,476,62
3109,India Pale Ales,American IPA,914,475
3110,Specialty Beers,Pumpkin Ale,684,78
3111,Bocks,Doppelbock,339,126
3112,Specialty Beers,Pumpkin Ale,684,78
3113,Wild/Sour Beers,American Wild Ale,202,104
3114,Pale Ales,Saison / Farmhouse Ale,2120,249
3115,Pale Ales,American Amber / Red Ale,2120,395
3116,Pale Ales,Belgian Pale Ale,2120,167
3117,India Pale Ales,English India Pale Ale (IPA),914,81
3118,Brown Ales,Altbier,416,79
3119,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
3120,Wild/Sour Beers,American Wild Ale,202,104
3121,Pale Ales,Saison / Farmhouse Ale,2120,249
3122,Brown Ales,American Brown Ale,416,158
3123,Pale Ales,Belgian Pale Ale,2120,167
3124,Wheat Beers,American Pale Wheat Ale,685,162
3125,Dark Lagers,Munich Dunkel Lager,476,81
3126,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
3127,Pilseners and Pale Lagers,German Pilsener,1228,200
3128,Wheat Beers,Hefeweizen,685,206
3129,Pale Ales,Belgian Pale Ale,2120,167
3130,Pale Ales,Belgian Pale Ale,2120,167
3131,Pale Ales,American Pale Ale (APA),2120,543
3132,Pale Ales,American Pale Ale (APA),2120,543
3133,Wheat Beers,Hefeweizen,685,206
3134,Brown Ales,English Dark Mild Ale,416,33
3135,Pale Ales,Saison / Farmhouse Ale,2120,249
3136,Pale Ales,Saison / Farmhouse Ale,2120,249
3137,Pale Ales,Saison / Farmhouse Ale,2120,249
3138,Wheat Beers,Witbier,685,207
3139,Wheat Beers,Hefeweizen,685,206
3140,Specialty Beers,Lambic - Fruit,684,95
3141,Specialty Beers,Fruit / Vegetable Beer,684,242
3142,Specialty Beers,Fruit / Vegetable Beer,684,242
3143,Specialty Beers,Fruit / Vegetable Beer,684,242
3144,Dark Ales,Belgian Dark Ale,390,43
3145,Pale Ales,Belgian Pale Ale,2120,167
3146,Specialty Beers,Fruit / Vegetable Beer,684,242
3147,India Pale Ales,American IPA,914,475
3148,Strong Ales,Tripel,947,123
